,video_name,tag
586,D:/Desk/React + Flask/Real Life Violence Dataset/train/Violence/V_70.mp4,Violence
587,D:/Desk/React + Flask/Real Life Violence Dataset/train/Violence/V_71.mp4,Violence
588,D:/Desk/React + Flask/Real Life Violence Dataset/train/Violence/V_72.mp4,Violence
589,D:/Desk/React + Flask/Real Life Violence Dataset/train/Violence/V_73.mp4,Violence
590,D:/Desk/React + Flask/Real Life Violence Dataset/train/Violence/V_74.mp4,Violence
591,D:/Desk/React + Flask/Real Life Violence Dataset/train/Violence/V_75.mp4,Violence
592,D:/Desk/React + Flask/Real Life Violence Dataset/train/Violence/V_76.mp4,Violence
593,D:/Desk/React + Flask/Real Life Violence Dataset/train/Violence/V_77.mp4,Violence
594,D:/Desk/React + Flask/Real Life Violence Dataset/train/Violence/V_78.mp4,Violence
595,D:/Desk/React + Flask/Real Life Violence Dataset/train/Violence/V_79.mp4,Violence
596,D:/Desk/React + Flask/Real Life Violence Dataset/train/Violence/V_8.mp4,Violence
597,D:/Desk/React + Flask/Real Life Violence Dataset/train/Violence/V_80.mp4,Violence
598,D:/Desk/React + Flask/Real Life Violence Dataset/train/Violence/V_81.mp4,Violence
599,D:/Desk/React + Flask/Real Life Violence Dataset/train/Violence/V_82.mp4,Violence
600,D:/Desk/React + Flask/Real Life Violence Dataset/train/Violence/V_83.mp4,Violence
601,D:/Desk/React + Flask/Real Life Violence Dataset/train/Violence/V_84.mp4,Violence
602,D:/Desk/React + Flask/Real Life Violence Dataset/train/Violence/V_85.mp4,Violence
603,D:/Desk/React + Flask/Real Life Violence Dataset/train/Violence/V_86.mp4,Violence
604,D:/Desk/React + Flask/Real Life Violence Dataset/train/Violence/V_87.mp4,Violence
605,D:/Desk/React + Flask/Real Life Violence Dataset/train/Violence/V_88.mp4,Violence
606,D:/Desk/React + Flask/Real Life Violence Dataset/train/Violence/V_89.mp4,Violence
607,D:/Desk/React + Flask/Real Life Violence Dataset/train/Violence/V_9.mp4,Violence
608,D:/Desk/React + Flask/Real Life Violence Dataset/train/Violence/V_90.mp4,Violence
609,D:/Desk/React + Flask/Real Life Violence Dataset/train/Violence/V_91.mp4,Violence
610,D:/Desk/React + Flask/Real Life Violence Dataset/train/Violence/V_92.mp4,Violence
611,D:/Desk/React + Flask/Real Life Violence Dataset/train/Violence/V_93.mp4,Violence
612,D:/Desk/React + Flask/Real Life Violence Dataset/train/Violence/V_94.mp4,Violence
613,D:/Desk/React + Flask/Real Life Violence Dataset/train/Violence/V_95.mp4,Violence
614,D:/Desk/React + Flask/Real Life Violence Dataset/train/Violence/V_96.mp4,Violence
615,D:/Desk/React + Flask/Real Life Violence Dataset/train/Violence/V_97.mp4,Violence
616,D:/Desk/React + Flask/Real Life Violence Dataset/train/Violence/V_98.mp4,Violence
617,D:/Desk/React + Flask/Real Life Violence Dataset/train/Violence/V_99.mp4,Violence
